rep_genome	genome	gtdb_r220_taxonomy	study	sample_id	Asia	Europe	Hadza	NorthAmerica	Tsimane	total_mag_count
CAKVON01_sp934792625__TS_ADULT_175	METABAT215_SINGLE_SCAFFOLDS_1500_MERGED_K77_METASPADES__TS_ADULT_175.124	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__CAKVON01;s__CAKVON01 sp934792625	Tsimane	TS_ADULT_175	0	0	6	0	17	23
CAG_390_sp900753295__TS_ADULT_176	METABAT215_SINGLE_SCAFFOLDS_1500_MERGED_K77_METASPADES__TS_ADULT_176.32	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__CAG-390;s__CAG-390 sp900753295	Tsimane	TS_ADULT_176	0	2	48	0	21	71
Megasphaera_sp934193515__TS_ADULT_177	METABAT215_SINGLE_SCAFFOLDS_1500_MERGED_K77_METASPADES__TS_ADULT_177.232	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__Megasphaera;s__Megasphaera sp934193515	Tsimane	TS_ADULT_177	0	0	15	0	4	19
RUG099_sp934255135__TS_ADULT_178	METABAT215_SINGLE_SCAFFOLDS_1500_MERGED_K77_METASPADES__TS_ADULT_178.246	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__RUG099;s__RUG099 sp934255135	Tsimane	TS_ADULT_178	0	0	9	0	35	44
Phil1_sp001940855__TS_ADULT_178	METABAT215_SINGLE_SCAFFOLDS_1500_MERGED_K77_METASPADES__TS_ADULT_178.336	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__CAG-138;g__Phil1;s__Phil1 sp001940855	Tsimane	TS_ADULT_178	6	28	58	5	57	154
SIG578_sp934488695__TS_ADULT_178	METABAT215_SINGLE_SCAFFOLDS_1500_MERGED_K77_METASPADES__TS_ADULT_178.4	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__SIG578;s__SIG578 sp934488695	Tsimane	TS_ADULT_178	0	0	5	0	4	9
UBA644_sp934454405__TS_ADULT_18	METABAT215_SINGLE_SCAFFOLDS_1500_MERGED_K77_METASPADES__TS_ADULT_18.112	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__UBA644;g__UBA644;s__UBA644 sp934454405	Tsimane	TS_ADULT_18	0	0	5	0	6	11
Lachnospira_sp003537285__TS_ADULT_18	METABAT215_SINGLE_SCAFFOLDS_1500_MERGED_K77_METASPADES__TS_ADULT_18.16	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira sp003537285	Tsimane	TS_ADULT_18	3	5	33	0	10	51
CALCLY01_sp900552775__TS_ADULT_18	METABAT215_SINGLE_SCAFFOLDS_1500_MERGED_K77_METASPADES__TS_ADULT_18.195	d__Bacteria;p__Bacillota_A;c__Clostridia;o__UMGS1883;f__UMGS1540;g__CALCLY01;s__CALCLY01 sp900552775	Tsimane	TS_ADULT_18	0	0	20	0	26	46
Faecousia_sp934589705__TS_ADULT_19	METABAT215_SINGLE_SCAFFOLDS_1500_MERGED_K77_METASPADES__TS_ADULT_19.156	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__Faecousia sp934589705	Tsimane	TS_ADULT_19	0	0	18	0	12	30
Agathobacter_sp934359755__TS_ADULT_19	METABAT215_SINGLE_SCAFFOLDS_1500_MERGED_K77_METASPADES__TS_ADULT_19.224	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter sp934359755	Tsimane	TS_ADULT_19	0	0	29	0	10	39
CAG_170_sp900549635__TS_ADULT_2	METABAT215_SINGLE_SCAFFOLDS_1500_MERGED_K77_METASPADES__TS_ADULT_2.100	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-170;s__CAG-170 sp900549635	Tsimane	TS_ADULT_2	0	0	9	0	13	22
Porcipelethomonas_sp900554975__TS_ADULT_2	METABAT215_SINGLE_SCAFFOLDS_1500_MERGED_K77_METASPADES__TS_ADULT_2.124	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Porcipelethomonas;s__Porcipelethomonas sp900554975	Tsimane	TS_ADULT_2	0	0	11	0	4	15
Onthousia_sp000438295__TS_ADULT_2	METABAT215_SINGLE_SCAFFOLDS_1500_MERGED_K77_METASPADES__TS_ADULT_2.131	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__RF39;f__UBA660;g__Onthousia;s__Onthousia sp000438295	Tsimane	TS_ADULT_2	0	0	30	2	8	40
Bacteroides_uniformis__TS_ADULT_2	METABAT215_SINGLE_SCAFFOLDS_1500_MERGED_K77_METASPADES__TS_ADULT_2.187	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	Tsimane	TS_ADULT_2	172	167	4	139	9	491
Wujia_sp900539705__TS_ADULT_2	METABAT215_SINGLE_SCAFFOLDS_1500_MERGED_K77_METASPADES__TS_ADULT_2.91	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Wujia;s__Wujia sp900539705	Tsimane	TS_ADULT_2	0	0	14	0	11	25
UBA4372_sp900543815__TS_ADULT_20	METABAT215_SINGLE_SCAFFOLDS_1500_MERGED_K77_METASPADES__TS_ADULT_20.305	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__UBA4372;s__UBA4372 sp900543815	Tsimane	TS_ADULT_20	0	2	89	0	36	127
CAG_196_sp900553895__TS_ADULT_21	METABAT215_SINGLE_SCAFFOLDS_1500_MERGED_K77_METASPADES__TS_ADULT_21.173	d__Bacteria;p__Cyanobacteriota;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__CAG-196;s__CAG-196 sp900553895	Tsimane	TS_ADULT_21	0	0	10	0	4	14
Agathobacter_sp900546625__TS_ADULT_21	METABAT215_SINGLE_SCAFFOLDS_1500_MERGED_K77_METASPADES__TS_ADULT_21.222	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter sp900546625	Tsimane	TS_ADULT_21	0	0	58	0	7	65
CAKPEZ01_sp934149465__TS_ADULT_21	METABAT215_SINGLE_SCAFFOLDS_1500_MERGED_K77_METASPADES__TS_ADULT_21.232	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__RF39;f__UBA660;g__CAKPEZ01;s__CAKPEZ01 sp934149465	Tsimane	TS_ADULT_21	0	0	20	0	7	27
Lachnospira_sp900547255__TS_ADULT_23	METABAT215_SINGLE_SCAFFOLDS_1500_MERGED_K77_METASPADES__TS_ADULT_23.156	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira sp900547255	Tsimane	TS_ADULT_23	0	0	14	0	18	32
CAG_605_sp000433475__TS_ADULT_23	METABAT215_SINGLE_SCAFFOLDS_1500_MERGED_K77_METASPADES__TS_ADULT_23.217	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__RF39;f__UBA660;g__CAG-605;s__CAG-605 sp000433475	Tsimane	TS_ADULT_23	0	1	23	0	4	28
UBA738_sp900763675__TS_ADULT_24	METABAT215_SINGLE_SCAFFOLDS_1500_MERGED_K77_METASPADES__TS_ADULT_24.195	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UBA738;s__UBA738 sp900763675	Tsimane	TS_ADULT_24	0	0	6	0	18	24
Gallintestinimicrobium_propionicum__TS_ADULT_24	METABAT215_SINGLE_SCAFFOLDS_1500_MERGED_K77_METASPADES__TS_ADULT_24.268	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Gallintestinimicrobium;s__Gallintestinimicrobium propionicum	Tsimane	TS_ADULT_24	12	55	25	49	35	176
Prevotella_sp900554835__TS_ADULT_24	METABAT215_SINGLE_SCAFFOLDS_1500_MERGED_K77_METASPADES__TS_ADULT_24.269	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900554835	Tsimane	TS_ADULT_24	0	0	8	0	15	23
UMGS363_sp900550695__TS_ADULT_24	METABAT215_SINGLE_SCAFFOLDS_1500_MERGED_K77_METASPADES__TS_ADULT_24.33	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UMGS363;s__UMGS363 sp900550695	Tsimane	TS_ADULT_24	0	0	4	0	7	11
CAJUPY01_sp022768005__TS_ADULT_24	METABAT215_SINGLE_SCAFFOLDS_1500_MERGED_K77_METASPADES__TS_ADULT_24.77	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAJUPY01;s__CAJUPY01 sp022768005	Tsimane	TS_ADULT_24	0	0	9	0	21	30
CAKSHC01_sp934456365__TS_ADULT_26	METABAT215_SINGLE_SCAFFOLDS_1500_MERGED_K77_METASPADES__TS_ADULT_26.113	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__UMGS1783;g__CAKSHC01;s__CAKSHC01 sp934456365	Tsimane	TS_ADULT_26	0	0	16	0	10	26
CAG_177_sp000431775__TS_ADULT_27	METABAT215_SINGLE_SCAFFOLDS_1500_MERGED_K77_METASPADES__TS_ADULT_27.126	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-177;s__CAG-177 sp000431775	Tsimane	TS_ADULT_27	3	10	42	0	38	93
UBA737_sp900547305__TS_ADULT_27	METABAT215_SINGLE_SCAFFOLDS_1500_MERGED_K77_METASPADES__TS_ADULT_27.201	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA737;s__UBA737 sp900547305	Tsimane	TS_ADULT_27	0	0	6	0	5	11
CAG_390_sp934402395__TS_ADULT_28	METABAT215_SINGLE_SCAFFOLDS_1500_MERGED_K77_METASPADES__TS_ADULT_28.126	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__CAG-390;s__CAG-390 sp934402395	Tsimane	TS_ADULT_28	0	0	4	0	5	9
Hominicoprocola_fusiformis__TS_ADULT_29	METABAT215_SINGLE_SCAFFOLDS_1500_MERGED_K77_METASPADES__TS_ADULT_29.128	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Hominicoprocola;s__Hominicoprocola fusiformis	Tsimane	TS_ADULT_29	55	61	97	82	19	314
UMGS1696_sp900763885__TS_ADULT_29	METABAT215_SINGLE_SCAFFOLDS_1500_MERGED_K77_METASPADES__TS_ADULT_29.145	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__UMGS1696;s__UMGS1696 sp900763885	Tsimane	TS_ADULT_29	0	0	9	0	14	23
CAG_590_sp000431135__TS_ADULT_29	METABAT215_SINGLE_SCAFFOLDS_1500_MERGED_K77_METASPADES__TS_ADULT_29.15	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-590;s__CAG-590 sp000431135	Tsimane	TS_ADULT_29	0	1	22	0	7	30
Dorea_A_longicatena__TS_ADULT_30	METABAT215_SINGLE_SCAFFOLDS_1500_MERGED_K77_METASPADES__TS_ADULT_30.319	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea_A;s__Dorea_A longicatena	Tsimane	TS_ADULT_30	0	19	27	2	21	69
RUG410_sp934254675__Hadza_MoBio_hadza_A_D_A_14_1114	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_A_14_1114.128	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__RF32;f__CAG-239;g__RUG410;s__RUG410 sp934254675	Hadza	Hadza_MoBio_hadza-A-D_A_14_1114	0	0	13	0	4	17
UBA2903_sp900768465__Hadza_MoBio_hadza_A_D_A_22_1120	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_A_22_1120.225	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__RF32;f__CAG-977;g__UBA2903;s__UBA2903 sp900768465	Hadza	Hadza_MoBio_hadza-A-D_A_22_1120	0	0	5	0	4	9
Cryptobacteroides_sp900544195__Hadza_MoBio_hadza_A_D_D_1_1586	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_D_1_1586.17	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__Cryptobacteroides sp900544195	Hadza	Hadza_MoBio_hadza-A-D_D_1_1586	0	2	47	0	24	73
Phascolarctobacterium_A_succinatutens_B__Hadza_MoBio_hadza_A_D_E_14_1160	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_E_14_1160.111	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium_A;s__Phascolarctobacterium_A succinatutens_B	Hadza	Hadza_MoBio_hadza-A-D_E_14_1160	21	29	5	8	25	88
WG_1_sp900539665__Hadza_MoBio_hadza_A_D_E_17_1054	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_E_17_1054.125	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Succinivibrionaceae;g__WG-1;s__WG-1 sp900539665	Hadza	Hadza_MoBio_hadza-A-D_E_17_1054	0	0	34	0	13	47
Klebsiella_pneumoniae__Hadza_MoBio_hadza_A_D_E_17_1054	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_E_17_1054.169	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella pneumoniae	Hadza	Hadza_MoBio_hadza-A-D_E_17_1054	37	3	7	1	7	55
Succinivibrio_sp000431835__Hadza_MoBio_hadza_A_D_E_23_1060	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_E_23_1060.212	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Succinivibrionaceae;g__Succinivibrio;s__Succinivibrio sp000431835	Hadza	Hadza_MoBio_hadza-A-D_E_23_1060	6	7	99	2	43	157
Cryptobacteroides_sp000434935__Hadza_MoBio_hadza_A_D_H_22_1650	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_H_22_1650.278	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__Cryptobacteroides sp000434935	Hadza	Hadza_MoBio_hadza-A-D_H_22_1650	0	5	68	5	31	109
Dialister_sp000434475__Hadza_MoBio_hadza_A_D_K_19_1040	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_K_19_1040.58	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister;s__Dialister sp000434475	Hadza	Hadza_MoBio_hadza-A-D_K_19_1040	1	17	8	2	41	69
Akkermansia_muciniphila__Hadza_MoBio_hadza_A_D_L_17_1528	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_L_17_1528.68	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia muciniphila	Hadza	Hadza_MoBio_hadza-A-D_L_17_1528	29	68	6	63	22	188
UBA4248_sp004554395__Hadza_MoBio_hadza_A_D_M_8_1180	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_M_8_1180.140	d__Bacteria;p__Myxococcota;c__Bradymonadia;o__UBA4248;f__UBA4248;g__UBA4248;s__UBA4248 sp004554395	Hadza	Hadza_MoBio_hadza-A-D_M_8_1180	0	0	33	0	7	40
Enterousia_sp900550565__Hadza_MoBio_hadza_A_D_O_4_1196	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_O_4_1196.40	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rs-D84;f__Rs-D84;g__Enterousia;s__Enterousia sp900550565	Hadza	Hadza_MoBio_hadza-A-D_O_4_1196	0	0	41	0	9	50
Escherichia_coli__Hadza_MoBio_hadza_E_H_A_17_1704	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_A_17_1704.17	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli	Hadza	Hadza_MoBio_hadza-E-H_A_17_1704	134	66	55	11	50	316
Weissella_confusa__Hadza_MoBio_hadza_E_H_F_1_1963	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_F_1_1963.129	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Weissella;s__Weissella confusa	Hadza	Hadza_MoBio_hadza-E-H_F_1_1963	1	1	5	0	9	16
Cryptobacteroides_sp000435075__Hadza_MoBio_hadza_E_H_F_20_2245	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_F_20_2245.74	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__Cryptobacteroides sp000435075	Hadza	Hadza_MoBio_hadza-E-H_F_20_2245	0	6	31	1	26	64
RUG410_sp934271715__Hadza_MoBio_hadza_E_H_F_22_2249	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_F_22_2249.87	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__RF32;f__CAG-239;g__RUG410;s__RUG410 sp934271715	Hadza	Hadza_MoBio_hadza-E-H_F_22_2249	0	0	11	0	7	18
Cryptobacteroides_sp000433355__Hadza_MoBio_hadza_E_H_H_14_2281	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_H_14_2281.54	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__Cryptobacteroides sp000433355	Hadza	Hadza_MoBio_hadza-E-H_H_14_2281	4	11	79	2	47	143
Duodenibacillus_sp900544255__Hadza_MoBio_hadza_E_H_J_6_2308	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_J_6_2308.309	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Duodenibacillus;s__Duodenibacillus sp900544255	Hadza	Hadza_MoBio_hadza-E-H_J_6_2308	0	2	47	1	5	55
RUG410_sp900553115__Hadza_MoBio_hadza_E_H_K_12_1914	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_K_12_1914.99	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__RF32;f__CAG-239;g__RUG410;s__RUG410 sp900553115	Hadza	Hadza_MoBio_hadza-E-H_K_12_1914	0	0	44	0	7	51
CAG_1024_sp000432015__Hadza_MoBio_hadza_E_H_M_22_1922	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_M_22_1922.139	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__CAG-138;g__CAG-1024;s__CAG-1024 sp000432015	Hadza	Hadza_MoBio_hadza-E-H_M_22_1922	0	2	40	0	18	60
UBA9732_sp001940825__Hadza_MoBio_hadza_E_H_O_22_1935	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_O_22_1935.62	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Sphaerochaetales;f__Sphaerochaetaceae;g__UBA9732;s__UBA9732 sp001940825	Hadza	Hadza_MoBio_hadza-E-H_O_22_1935	0	0	41	0	32	73
Cryptobacteroides_sp900546925__Hadza_MoBio_hadza_I_L_E_21_2379	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_E_21_2379.78	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__Cryptobacteroides sp900546925	Hadza	Hadza_MoBio_hadza-I-L_E_21_2379	0	0	49	0	13	62
CAAFZY01_sp900767645__Hadza_MoBio_hadza_I_L_F_16_1210	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_F_16_1210.279	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__RF32;f__CAG-239;g__CAAFZY01;s__CAAFZY01 sp900767645	Hadza	Hadza_MoBio_hadza-I-L_F_16_1210	0	0	14	0	6	20
Cryptobacteroides_sp000432515__Hadza_MoBio_hadza_I_L_K_18_2626	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_K_18_2626.8	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__Cryptobacteroides sp000432515	Hadza	Hadza_MoBio_hadza-I-L_K_18_2626	0	10	87	3	21	121
RUG410_sp900769705__Hadza_MoBio_hadza_I_L_M_10_2632	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_M_10_2632.28	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__RF32;f__CAG-239;g__RUG410;s__RUG410 sp900769705	Hadza	Hadza_MoBio_hadza-I-L_M_10_2632	0	0	4	0	7	11
RF16_sp900556095__Hadza_MoBio_hadza_I_L_O_11_2507	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_O_11_2507.408	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__RF16;s__RF16 sp900556095	Hadza	Hadza_MoBio_hadza-I-L_O_11_2507	0	1	59	0	6	66
RF16_sp934667275__Hadza_PheChl_Fiber_Hadza_Nepal_C_20_1180	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_PheChl_Fiber-Hadza-Nepal_C_20_1180.152	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__RF16;s__RF16 sp934667275	Hadza	Hadza_PheChl_Fiber-Hadza-Nepal_C_20_1180	0	0	10	0	8	18
Lentihominibacter_butyrica__Hadza_PheChl_Fiber_Hadza_Nepal_I_16_1564	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_PheChl_Fiber-Hadza-Nepal_I_16_1564.41	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Lentihominibacter;s__Lentihominibacter butyrica	Hadza	Hadza_PheChl_Fiber-Hadza-Nepal_I_16_1564	0	0	44	0	6	50
UMGS1494_sp900552305__TS_ADULT_1	METABAT215_SINGLE_SCAFFOLDS_1500_MERGED_K77_METASPADES__TS_ADULT_1.260	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Monoglobales;f__Monoglobaceae;g__UMGS1494;s__UMGS1494 sp900552305	Tsimane	TS_ADULT_1	0	0	7	0	10	17
Alitiscatomonas_sp900556965__TS_ADULT_10	METABAT215_SINGLE_SCAFFOLDS_1500_MERGED_K77_METASPADES__TS_ADULT_10.400	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Alitiscatomonas;s__Alitiscatomonas sp900556965	Tsimane	TS_ADULT_10	0	0	5	0	9	14
Faecalibacterium_hattorii__TS_ADULT_100	METABAT215_SINGLE_SCAFFOLDS_1500_MERGED_K77_METASPADES__TS_ADULT_100.126	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium hattorii	Tsimane	TS_ADULT_100	0	11	9	2	6	28
Vescimonas_fastidiosa__TS_ADULT_100	METABAT215_SINGLE_SCAFFOLDS_1500_MERGED_K77_METASPADES__TS_ADULT_100.62	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__Vescimonas fastidiosa	Tsimane	TS_ADULT_100	0	2	69	0	42	113
UMGS1613_sp934148845__TS_ADULT_101	METABAT215_SINGLE_SCAFFOLDS_1500_MERGED_K77_METASPADES__TS_ADULT_101.121	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__RF39;f__UBA660;g__UMGS1613;s__UMGS1613 sp934148845	Tsimane	TS_ADULT_101	0	0	7	0	4	11
Vescimonas_sp934589835__TS_ADULT_101	METABAT215_SINGLE_SCAFFOLDS_1500_MERGED_K77_METASPADES__TS_ADULT_101.203	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__Vescimonas sp934589835	Tsimane	TS_ADULT_101	0	0	33	0	4	37
Roseburia_D_yibonii__TS_ADULT_101	METABAT215_SINGLE_SCAFFOLDS_1500_MERGED_K77_METASPADES__TS_ADULT_101.71	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia_D;s__Roseburia_D yibonii	Tsimane	TS_ADULT_101	2	3	39	2	48	94
CAG_170_sp003516765__TS_ADULT_101	METABAT215_SINGLE_SCAFFOLDS_1500_MERGED_K77_METASPADES__TS_ADULT_101.79	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-170;s__CAG-170 sp003516765	Tsimane	TS_ADULT_101	0	14	28	2	47	91
Lawsonibacter_sp934659475__TS_ADULT_105	METABAT215_SINGLE_SCAFFOLDS_1500_MERGED_K77_METASPADES__TS_ADULT_105.152	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Lawsonibacter;s__Lawsonibacter sp934659475	Tsimane	TS_ADULT_105	0	0	8	0	17	25
